,Entry_Datetime,ATM_Strike,Days_to_Expiry,CE_Symbol,CE_Entry_Price,CE_Exit_Price,CE_Exit_Datetime,PE_Symbol,PE_Entry_Price,PE_Exit_Price,PE_Exit_Datetime,PnL
118,2019-07-05 09:20:00,31600,6,31600_CE,268.25,166.25,2019-07-05 14:30:00,31600_PE,329.4,317.65,2019-07-05 14:30:00,113.75
119,2019-07-08 09:20:00,31200,3,31200_CE,176.2,41.45,2019-07-08 14:30:00,31200_PE,213.85,278.95,2019-07-08 10:35:00,69.65
120,2019-07-09 09:20:00,30500,2,30500_CE,158.6,241.05,2019-07-09 09:34:00,30500_PE,209.3,120.5,2019-07-09 14:30:00,6.349999999999994
121,2019-07-10 09:20:00,30800,1,30800_CE,97.95,21.9,2019-07-10 14:30:00,30800_PE,174.35,236.8,2019-07-10 10:31:00,13.599999999999994
122,2019-07-11 09:20:00,30700,0,30700_CE,65.8,66.5,2019-07-11 14:30:00,30700_PE,92.15,121.2,2019-07-11 09:30:00,-29.75
123,2019-07-12 09:20:00,30700,6,30700_CE,207.25,234.75,2019-07-12 14:30:00,30700_PE,224.1,149.9,2019-07-12 14:30:00,46.69999999999999
124,2019-07-15 09:20:00,30600,3,30600_CE,185.5,104.0,2019-07-15 14:30:00,30600_PE,170.95,225.5,2019-07-15 09:52:00,26.94999999999999
125,2019-07-16 09:20:00,30400,2,30400_CE,183.05,242.9,2019-07-16 09:36:00,30400_PE,147.55,61.9,2019-07-16 14:30:00,25.80000000000001
126,2019-07-17 09:20:00,30600,1,30600_CE,123.6,163.45,2019-07-17 10:07:00,30600_PE,109.2,57.35,2019-07-17 14:30:00,12.000000000000007
127,2019-07-18 09:20:00,30700,0,30700_CE,81.45,2.15,2019-07-18 14:30:00,30700_PE,60.7,85.75,2019-07-18 09:32:00,54.25
128,2019-07-19 09:20:00,30500,6,30500_CE,205.2,30.5,2019-07-19 14:30:00,30500_PE,179.0,236.25,2019-07-19 09:36:00,117.44999999999999
129,2019-07-22 09:20:00,29500,3,29500_CE,200.2,135.2,2019-07-22 14:30:00,29500_PE,227.1,301.4,2019-07-22 09:31:00,-9.299999999999983
130,2019-07-23 09:20:00,29300,2,29300_CE,171.45,230.75,2019-07-23 09:59:00,29300_PE,198.8,134.25,2019-07-23 14:30:00,5.25
131,2019-07-24 09:20:00,29200,1,29200_CE,163.95,38.25,2019-07-24 14:30:00,29200_PE,112.95,154.5,2019-07-24 09:31:00,84.14999999999999
132,2019-07-25 09:20:00,29100,0,29100_CE,74.65,98.85,2019-07-25 09:27:00,29100_PE,109.05,144.2,2019-07-25 12:16:00,-59.34999999999998
133,2019-07-30 09:20:00,29500,2,29500_CE,135.55,29.5,2019-07-30 14:30:00,29500_PE,185.3,253.0,2019-07-30 11:26:00,38.35000000000002
134,2019-07-31 09:20:00,28700,1,28700_CE,135.85,177.95,2019-07-31 09:37:00,28700_PE,185.25,59.0,2019-07-31 14:30:00,84.15
135,2019-08-01 09:20:00,28800,0,28800_CE,67.75,91.3,2019-08-01 09:33:00,28800_PE,140.3,185.85,2019-08-01 10:40:00,-69.09999999999998
136,2019-08-02 09:20:00,28200,6,28200_CE,294.45,405.8,2019-08-02 13:28:00,28200_PE,354.35,194.95,2019-08-02 14:30:00,48.05000000000001
137,2019-08-05 09:20:00,27900,3,27900_CE,226.85,194.55,2019-08-05 14:30:00,27900_PE,345.45,469.1,2019-08-05 09:35:00,-91.35000000000005
138,2019-08-06 09:20:00,27900,2,27900_CE,248.3,324.0,2019-08-06 14:08:00,27900_PE,338.75,132.95,2019-08-06 14:30:00,130.10000000000002
139,2019-08-07 09:20:00,28100,1,28100_CE,172.5,61.9,2019-08-07 14:30:00,28100_PE,280.15,368.05,2019-08-07 13:56:00,22.69999999999996
140,2019-08-08 09:20:00,27900,0,27900_CE,62.05,69.4,2019-08-08 14:30:00,27900_PE,163.25,243.55,2019-08-08 09:31:00,-87.65000000000002
141,2019-08-16 09:20:00,27800,6,27800_CE,279.65,371.75,2019-08-16 11:14:00,27800_PE,295.0,138.45,2019-08-16 14:30:00,64.44999999999999
142,2019-08-19 09:20:00,28400,3,28400_CE,218.2,133.6,2019-08-19 14:30:00,28400_PE,256.5,338.5,2019-08-19 14:30:00,2.5999999999999943
143,2019-08-20 09:20:00,28200,2,28200_CE,195.05,115.5,2019-08-20 14:30:00,28200_PE,236.5,308.95,2019-08-20 09:53:00,7.100000000000023
144,2019-08-21 09:20:00,27900,1,27900_CE,178.25,238.3,2019-08-21 10:01:00,27900_PE,184.5,218.95,2019-08-21 14:30:00,-94.5
145,2019-08-22 09:20:00,27600,0,27600_CE,122.75,1.45,2019-08-22 14:30:00,27600_PE,107.15,145.95,2019-08-22 09:56:00,82.50000000000001
146,2019-08-26 09:20:00,27400,3,27400_CE,258.3,336.6,2019-08-26 12:45:00,27400_PE,311.95,408.5,2019-08-26 09:37:00,-174.85000000000002
147,2019-08-27 09:20:00,28200,2,28200_CE,239.15,176.5,2019-08-27 14:30:00,28200_PE,269.55,379.6,2019-08-27 09:38:00,-47.400000000000006
148,2019-08-28 09:20:00,28100,1,28100_CE,193.0,38.55,2019-08-28 14:30:00,28100_PE,230.0,303.1,2019-08-28 10:01:00,81.34999999999997
149,2019-08-29 09:20:00,27700,0,27700_CE,102.45,4.15,2019-08-29 14:30:00,27700_PE,150.9,207.85,2019-08-29 10:35:00,41.35000000000001
150,2019-08-30 09:20:00,27500,6,27500_CE,300.1,262.45,2019-08-30 14:30:00,27500_PE,357.8,473.4,2019-08-30 11:19:00,-77.94999999999993
151,2019-09-03 09:20:00,27100,2,27100_CE,240.1,165.75,2019-09-03 14:30:00,27100_PE,276.3,360.4,2019-09-03 13:40:00,-9.749999999999972
152,2019-09-04 09:20:00,26800,1,26800_CE,178.55,233.65,2019-09-04 09:56:00,26800_PE,237.45,60.0,2019-09-04 14:30:00,122.35
153,2019-09-05 09:20:00,27300,0,27300_CE,105.6,4.3,2019-09-05 14:30:00,27300_PE,145.15,195.9,2019-09-05 09:30:00,50.55
154,2019-09-06 09:20:00,27200,6,27200_CE,269.6,302.65,2019-09-06 14:30:00,27200_PE,355.0,244.55,2019-09-06 14:30:00,77.40000000000003
155,2019-09-09 09:20:00,27100,3,27100_CE,201.8,280.6,2019-09-09 10:04:00,27100_PE,279.35,79.35,2019-09-09 14:30:00,121.20000000000002
156,2019-09-11 09:20:00,27600,1,27600_CE,162.7,213.15,2019-09-11 10:21:00,27600_PE,173.25,44.6,2019-09-11 14:30:00,78.19999999999999
157,2019-09-12 09:20:00,28000,0,28000_CE,51.4,69.3,2019-09-12 09:37:00,28000_PE,150.75,104.1,2019-09-12 14:30:00,28.750000000000007
158,2019-09-16 09:20:00,27900,3,27900_CE,221.5,298.1,2019-09-16 10:18:00,27900_PE,251.3,195.0,2019-09-16 14:30:00,-20.30000000000001
159,2019-09-17 09:20:00,27800,2,27800_CE,219.1,32.75,2019-09-17 14:30:00,27800_PE,220.2,289.85,2019-09-17 10:44:00,116.69999999999996
160,2019-09-18 09:20:00,27400,1,27400_CE,152.8,123.4,2019-09-18 14:30:00,27400_PE,223.2,299.25,2019-09-18 09:46:00,-46.650000000000006
161,2019-09-19 09:20:00,27000,0,27000_CE,118.65,3.2,2019-09-19 14:30:00,27000_PE,130.0,173.55,2019-09-19 09:31:00,71.89999999999999
162,2019-09-20 09:20:00,26800,6,26800_CE,322.35,496.55,2019-09-20 10:46:00,26800_PE,296.1,27.4,2019-09-20 14:30:00,94.50000000000006
163,2019-09-23 09:20:00,29900,3,29900_CE,426.2,586.3,2019-09-23 10:54:00,29900_PE,446.8,589.75,2019-09-23 09:23:00,-303.04999999999995
164,2019-09-24 09:20:00,30400,2,30400_CE,436.7,574.6,2019-09-24 09:24:00,30400_PE,400.3,539.75,2019-09-24 09:48:00,-277.35
